Date,City,Latitude,Longitude,Weight
16-02-2020,S98,26.847,80.947,13.03554718
24-11-2019,S52,28.66,77.23,6.982382176
14-03-2020,S15,19.88,75.32,3.425539777
16-07-2020,S84,22.8,86.1833,3.392679379
13-06-2020,S93,22.5411,88.3378,5.665315661
31-10-2020,S52,28.66,77.23,13.72265932
17-08-2020,S127,21.2379,81.6337,3.724827835
2/7/2020,S42,26.4725,80.3311,3.711195016
29-07-2020,S52,28.66,77.23,5.689531556
7/5/2020,S120,19.2704,76.76,3.526403249
26-08-2020,S93,22.5411,88.3378,6.905941135
1/11/2020,S52,28.66,77.23,3.533735712
10/2/2020,S17,12.9699,77.598,3.648998945
28-10-2020,S52,28.66,77.23,6.528378105
13-11-2020,S62,28.6667,77.4167,6.902994864
29-07-2020,S17,12.9699,77.598,6.917695308
6/12/2019,S45,13.0825,80.275,3.333026399
2/3/2020,S107,18.9667,72.8333,3.549335646
12/12/2019,S52,28.66,77.23,5.8726914
20-03-2020,S107,18.9667,72.8333,5.774575627
10/11/2020,S67,26.215,78.1931,13.71063862
13-01-2020,S52,28.66,77.23,3.979523482
4/8/2020,S61,24.75,85.0167,3.91249442
29-01-2020,S138,11.65,78.1667,3.738045912
6/7/2020,S57,23.55,87.32,3.730691572
17-05-2020,S53,23.7928,86.435,12.29111561
5/4/2020,S45,13.0825,80.275,6.248814332
9/10/2020,S123,18.5196,73.8553,5.795762263
28-01-2020,S51,30.318,78.029,3.369077731
15-12-2019,S23,15.15,76.915,3.868275095
22-03-2020,S3,23.03,72.58,6.918744621
7/12/2019,S32,19.3,73.0667,13.49133213
26-09-2020,S52,28.66,77.23,5.84044291
9/8/2020,S17,12.9699,77.598,12.82595708
1/1/2020,S79,26.9167,75.8667,6.485210457
20-08-2020,S145,13.9304,75.56,6.97225634
9/5/2020,S166,17.7333,83.3167,5.900270496
6/1/2020,S150,21.17,72.83,5.717904232
27-02-2020,S151,19.18,72.9633,3.662291684
14-03-2020,S123,18.5196,73.8553,6.787552023
15-08-2020,S52,28.66,77.23,3.627497395
20-06-2020,S93,22.5411,88.3378,6.646049328
31-05-2020,S74,17.3667,78.4667,6.055189658
5/2/2020,S26,27.2172,77.49,6.78090719
25-05-2020,S15,19.88,75.32,3.72579385
29-02-2020,S166,17.7333,83.3167,14.88503366
8/12/2019,S17,12.9699,77.598,12.31025923
17-03-2020,S89,22.67,88.37,6.41397014
29-11-2019,S61,24.75,85.0167,6.295510366
17-06-2020,S74,17.3667,78.4667,6.784865405
2/9/2020,S52,28.66,77.23,13.80282733
1/10/2020,S133,23.3556,85.3347,6.882078854
19-02-2020,S105,25.15,82.58,5.871891146
8/11/2020,S45,13.0825,80.275,3.355169235
8/2/2020,S52,28.66,77.23,14.26234094
19-05-2020,S107,18.9667,72.8333,12.93636433
22-02-2020,S167,17.9756,79.6011,6.699451098
9/8/2020,S52,28.66,77.23,6.761354833
3/9/2020,S159,8.7833,78.1333,6.177883964
11/10/2020,S69,22.59,88.31,6.335290387
24-01-2020,S74,17.3667,78.4667,3.300920783
5/1/2020,S45,13.0825,80.275,3.614456019
20-07-2020,S93,22.5411,88.3378,6.587801599
31-07-2020,S93,22.5411,88.3378,6.502737157
20-01-2020,S67,26.215,78.1931,5.84437742
8/12/2019,S98,26.847,80.947,5.949823145
19-09-2020,S124,25.78,87.47,6.867430785
29-12-2019,S50,14.4667,75.9167,6.584960736
8/2/2020,S17,12.9699,77.598,14.95010224
23-08-2020,S52,28.66,77.23,13.81443455
24-11-2019,S152,8.5,76.8997,6.793532459
2/7/2020,S93,22.5411,88.3378,5.892719058
3/4/2020,S107,18.9667,72.8333,5.879309276
29-10-2020,S89,22.67,88.37,12.05051709
8/10/2020,S52,28.66,77.23,12.43004869
1/7/2020,S110,12.3086,76.6531,3.939780039
23-03-2020,S107,18.9667,72.8333,5.730919648
14-11-2020,S86,26.2918,73.0168,6.398760038
15-01-2020,S107,18.9667,72.8333,3.683723205
14-03-2020,S93,22.5411,88.3378,13.58650107
12/5/2020,S107,18.9667,72.8333,6.060953199
26-01-2020,S15,19.88,75.32,3.567716273
28-11-2019,S105,25.15,82.58,13.44911439
19-02-2020,S107,18.9667,72.8333,3.936388817
10/10/2020,S88,19.2502,73.1602,3.335067643
7/6/2020,S140,16.8667,74.5667,6.535561325
6/6/2020,S123,18.5196,73.8553,3.991570017
1/2/2020,S9,25.455,81.84,3.934120894
6/2/2020,S15,19.88,75.32,6.535854105
18-08-2020,S165,25.3189,83.0128,13.25276168
8/3/2020,S28,21.765,72.1369,3.829929771
28-02-2020,S82,32.7333,74.85,12.70701301
17-11-2020,S17,12.9699,77.598,13.4679565
15-10-2020,S32,19.3,73.0667,6.365483434
26-10-2020,S11,20.9333,77.75,3.68066766
16-04-2020,S9,25.455,81.84,5.801724491
21-12-2019,S17,12.9699,77.598,13.14830565
4/12/2019,S58,26.7855,79.015,3.566325993
22-12-2019,S52,28.66,77.23,6.662884862
8/2/2020,S32,19.3,73.0667,12.45835641
11/12/2019,S19,23.25,87.85,3.284692719
3/12/2019,S52,28.66,77.23,5.927678484
11/8/2020,S79,26.9167,75.8667,3.546248241
17-10-2020,S92,16.7,74.2333,6.513453485
1/4/2020,S8,27.88,78.08,14.05346977
23-11-2019,S123,18.5196,73.8553,6.826625316
7/1/2020,S73,15.36,75.125,6.219733271
22-05-2020,S130,22.2969,70.7984,6.426345791
9/5/2020,S17,12.9699,77.598,3.921938316
8/9/2020,S107,18.9667,72.8333,6.607023578
8/6/2020,S40,19.32,84.8,6.842723956
27-03-2020,S150,21.17,72.83,14.9707689
28-02-2020,S167,17.9756,79.6011,3.450578293
28-04-2020,S150,21.17,72.83,13.88952366
24-07-2020,S93,22.5411,88.3378,6.951541589
8/5/2020,S17,12.9699,77.598,5.673340606
18-07-2020,S19,23.25,87.85,6.827946069
23-12-2019,S107,18.9667,72.8333,12.905944
14-09-2020,S45,13.0825,80.275,6.802133486
10/7/2020,S17,12.9699,77.598,5.908680884
19-02-2020,S51,30.318,78.029,6.515626494
2/12/2019,S74,17.3667,78.4667,12.12089599
19-11-2020,S52,28.66,77.23,14.18744487
7/7/2020,S86,26.2918,73.0168,12.56681383
22-11-2019,S119,29.4004,76.97,3.457918341
19-01-2020,S18,22.2333,88.45,6.003413147
4/6/2020,S107,18.9667,72.8333,6.132159056
10/10/2020,S93,22.5411,88.3378,5.926353373
23-09-2020,S3,23.03,72.58,3.568053254
6/12/2019,S44,30.7353,76.7911,3.398492178
12/2/2020,S52,28.66,77.23,13.75770408
20-08-2020,S17,12.9699,77.598,12.52161759
11/3/2020,S44,30.7353,76.7911,3.293553408
2/6/2020,S118,22.69,88.37,12.72798914
2/1/2020,S17,12.9699,77.598,6.426228729
8/2/2020,S52,28.66,77.23,3.548908539
11/6/2020,S52,28.66,77.23,13.99965613
21-12-2019,S74,17.3667,78.4667,6.050303437
1/12/2019,S93,22.5411,88.3378,12.15021284
13-04-2020,S17,12.9699,77.598,6.798817313
10/8/2020,S145,13.9304,75.56,12.91082468
12/8/2020,S93,22.5411,88.3378,14.18277943
28-04-2020,S150,21.17,72.83,6.682899768
4/3/2020,S73,15.36,75.125,5.951040099
6/2/2020,S118,22.69,88.37,13.61765486
14-04-2020,S64,17.3333,76.8333,13.26412881
28-06-2020,S107,18.9667,72.8333,3.24457578
18-08-2020,S17,12.9699,77.598,6.615014653
1/6/2020,S45,13.0825,80.275,6.737852618
7/12/2019,S74,17.3667,78.4667,5.912497792
10/3/2020,S110,12.3086,76.6531,3.615911497
31-05-2020,S7,20.7333,77,3.277205692
15-06-2020,S24,16.5167,80.6167,3.509221702
20-11-2020,S46,18.6278,73.8131,6.033441798
8/2/2020,S74,17.3667,78.4667,13.38577773
21-12-2019,S12,31.6167,74.85,6.083021769
25-12-2019,S107,18.9667,72.8333,6.172758031
26-02-2020,S159,8.7833,78.1333,3.491022369
3/5/2020,S80,31.3256,75.5792,5.693093224
26-03-2020,S52,28.66,77.23,3.272549789
11/2/2020,S52,28.66,77.23,5.837121916
15-06-2020,S93,22.5411,88.3378,6.289162039
31-12-2019,S12,31.6167,74.85,5.893863492
19-01-2020,S160,24.5833,73.6833,6.349586389
6/6/2020,S55,26.15,91.77,3.982873462
27-03-2020,S17,12.9699,77.598,5.763550926
4/5/2020,S74,17.3667,78.4667,5.949943202
26-05-2020,S104,28.99,77.7,5.779193859
8/4/2020,S144,26.72,88.42,12.70529425
15-01-2020,S156,10.8269,78.6928,6.487736328
18-05-2020,S31,25.35,74.6333,5.979594189
3/10/2020,S107,18.9667,72.8333,6.900232572
4/6/2020,S45,13.0825,80.275,5.966840267
4/2/2020,S67,26.215,78.1931,3.895693023
17-05-2020,S3,23.03,72.58,6.509242017
26-03-2020,S93,22.5411,88.3378,3.247805966
8/2/2020,S33,23.25,77.4167,6.565101691
1/8/2020,S107,18.9667,72.8333,6.265020199
4/5/2020,S74,17.3667,78.4667,5.75471877
8/1/2020,S91,9.9667,76.2833,5.78453802
31-12-2019,S107,18.9667,72.8333,14.80441383
16-02-2020,S166,17.7333,83.3167,14.25664218
7/5/2020,S88,19.2502,73.1602,13.24684198
19-12-2019,S55,26.15,91.77,6.910178007
3/11/2020,S74,17.3667,78.4667,3.806510078
12/6/2020,S123,18.5196,73.8553,5.648224144
19-05-2020,S107,18.9667,72.8333,3.562067992
25-09-2020,S107,18.9667,72.8333,3.865026631
25-06-2020,S45,13.0825,80.275,5.817193425
27-07-2020,S93,22.5411,88.3378,3.335133427
26-09-2020,S151,19.18,72.9633,12.67641246
28-05-2020,S133,23.3556,85.3347,3.928465934
23-02-2020,S55,26.15,91.77,6.232900555
23-09-2020,S150,21.17,72.83,3.693104044
17-07-2020,S17,12.9699,77.598,14.12370708
17-09-2020,S85,25.4486,78.5696,3.741250793
3/4/2020,S52,28.66,77.23,5.895893473
27-04-2020,S79,26.9167,75.8667,3.284150694
28-11-2019,S106,28.8418,78.7568,3.248849779
20-09-2020,S37,16.8244,75.7154,6.792926829
30-11-2019,S32,19.3,73.0667,12.34282182
26-09-2020,S138,11.65,78.1667,12.36540939
25-06-2020,S74,17.3667,78.4667,3.390681209
3/7/2020,S101,20.55,74.55,6.527998639
23-08-2020,S3,23.03,72.58,3.380096854
9/11/2020,S98,26.847,80.947,5.89715345
5/8/2020,S123,18.5196,73.8553,6.81591025
10/8/2020,S45,13.0825,80.275,6.58821539
19-09-2020,S123,18.5196,73.8553,13.94789587
5/9/2020,S74,17.3667,78.4667,6.198484721
10/3/2020,S123,18.5196,73.8553,6.181846512
24-02-2020,S93,22.5411,88.3378,5.707457784
26-08-2020,S107,18.9667,72.8333,3.470654664
23-09-2020,S77,22.7206,75.8472,12.50135736
27-03-2020,S88,19.2502,73.1602,12.54772727
10/4/2020,S163,22.47,88.11,6.230326064
22-08-2020,S62,28.6667,77.4167,6.476418128
13-04-2020,S45,13.0825,80.275,14.94296286
29-11-2019,S70,28.7437,77.7628,6.275647211
29-02-2020,S69,22.59,88.31,6.086688911
24-11-2019,S102,12.8703,74.8806,3.410839155
9/11/2020,S98,26.847,80.947,3.472492925
10/4/2020,S74,17.3667,78.4667,6.812580321
10/8/2020,S2,27.18,78.02,3.936524431
17-11-2020,S166,17.7333,83.3167,3.999807889
25-04-2020,S52,28.66,77.23,6.477491352
12/6/2020,S52,28.66,77.23,3.526587698
9/7/2020,S84,22.8,86.1833,5.851906896
7/10/2020,S107,18.9667,72.8333,5.772059867
7/6/2020,S33,23.25,77.4167,3.645847966
21-06-2020,S74,17.3667,78.4667,3.603267927
24-06-2020,S63,26.7611,83.3667,3.45114591
16-05-2020,S52,28.66,77.23,5.740225136
17-10-2020,S107,18.9667,72.8333,3.749299901
27-12-2019,S107,18.9667,72.8333,5.683781687
11/7/2020,S42,26.4725,80.3311,6.550452281
23-10-2020,S52,28.66,77.23,6.505412397
22-12-2019,S95,23.73,86.85,5.666059424
6/4/2020,S6,26.468,74.639,6.881259365
28-06-2020,S136,28.9,76.5667,6.024536646
13-08-2020,S17,12.9699,77.598,6.827634851
26-06-2020,S52,28.66,77.23,6.713326813
19-08-2020,S84,22.8,86.1833,6.878455725
20-05-2020,S46,18.6278,73.8131,13.33525519
30-06-2020,S52,28.66,77.23,6.349739903
16-08-2020,S150,21.17,72.83,6.195847425
29-10-2020,S123,18.5196,73.8553,5.989533508
17-04-2020,S122,25.61,85.1414,6.812897761
12/8/2020,S104,28.99,77.7,6.020069684
13-03-2020,S107,18.9667,72.8333,14.28474798
7/4/2020,S12,31.6167,74.85,6.427386989
3/2/2020,S78,23.1667,79.9333,3.495141523
7/3/2020,S107,18.9667,72.8333,6.609646247
25-05-2020,S52,28.66,77.23,5.85362344
12/1/2020,S93,22.5411,88.3378,5.838863614
9/5/2020,S88,19.2502,73.1602,3.360394975
12/5/2020,S52,28.66,77.23,14.59487066
24-12-2019,S113,19.15,77.3333,6.565675066
2/8/2020,S96,15.8222,78.035,14.13309054
20-09-2020,S17,12.9699,77.598,3.524975458
8/10/2020,S112,21.1539,79.0831,12.70124494
28-09-2020,S149,34.0911,74.8061,3.917797946
30-09-2020,S93,22.5411,88.3378,3.440857938
30-03-2020,S53,23.7928,86.435,12.15949413
20-04-2020,S59,28.4333,77.3167,6.48538882
14-02-2020,S151,19.18,72.9633,6.528322893
3/1/2020,S13,14.6833,77.6,3.520698172
3/10/2020,S17,12.9699,77.598,6.260005464
21-01-2020,S93,22.5411,88.3378,6.352835333
27-02-2020,S88,19.2502,73.1602,6.922698102
15-02-2020,S153,8.7289,77.7081,12.56264705
5/12/2019,S45,13.0825,80.275,3.882848419
16-12-2019,S79,26.9167,75.8667,3.491035916
12/9/2020,S34,20.2644,85.8281,6.24829096
1/10/2020,S17,12.9699,77.598,6.114122935
10/5/2020,S116,18.6704,78.1,3.215948432
16-01-2020,S33,23.25,77.4167,12.21574616
13-12-2019,S10,27.5667,76.6167,12.42948063
4/5/2020,S45,13.0825,80.275,12.34406804
29-09-2020,S107,18.9667,72.8333,6.156135433
30-06-2020,S107,18.9667,72.8333,13.56065105
16-07-2020,S9,25.455,81.84,14.75512676
8/10/2020,S71,29.1489,75.7367,6.369546303
29-04-2020,S135,22.2492,84.8828,14.75219889
20-04-2020,S74,17.3667,78.4667,6.145062326
5/2/2020,S45,13.0825,80.275,6.158431434
28-11-2019,S52,28.66,77.23,5.969228886
20-09-2020,S120,19.2704,76.76,3.949471739
17-01-2020,S167,17.9756,79.6011,5.749406413
28-11-2019,S137,29.964,77.546,3.573584682
2/9/2020,S93,22.5411,88.3378,12.80336255
12/8/2020,S45,13.0825,80.275,6.007192698
15-06-2020,S3,23.03,72.58,5.708122007
2/12/2019,S42,26.4725,80.3311,5.618447674
14-09-2020,S73,15.36,75.125,6.036890577
22-09-2020,S2,27.18,78.02,3.654878083
16-08-2020,S69,22.59,88.31,3.530860605
5/10/2020,S52,28.66,77.23,6.524845948
6/4/2020,S158,13.33,77.1,3.366560534
31-07-2020,S93,22.5411,88.3378,14.96251906
1/4/2020,S94,25.18,75.83,12.9877439
30-01-2020,S3,23.03,72.58,6.809353987
3/4/2020,S80,31.3256,75.5792,3.43935289
2/12/2019,S93,22.5411,88.3378,6.54154104
4/2/2020,S93,22.5411,88.3378,13.34301631
23-02-2020,S17,12.9699,77.598,14.26561184
25-07-2020,S107,18.9667,72.8333,13.75176017
23-10-2020,S54,20.9,74.7833,5.950856318
27-12-2019,S52,28.66,77.23,3.885672888
29-09-2020,S52,28.66,77.23,6.679507814
30-10-2020,S123,18.5196,73.8553,13.67938798
7/2/2020,S133,23.3556,85.3347,6.887948966
9/7/2020,S116,18.6704,78.1,6.761015435
28-09-2020,S107,18.9667,72.8333,13.88198942
5/10/2020,S33,23.25,77.4167,5.715638638
26-09-2020,S93,22.5411,88.3378,5.68176697
3/4/2020,S74,17.3667,78.4667,6.313409616
1/3/2020,S164,22.3,73.2,6.745292623
18-02-2020,S100,9.9197,78.1194,6.455278166
28-09-2020,S41,11.25,75.7667,5.685960385
2/7/2020,S166,17.7333,83.3167,6.296231239
16-02-2020,S105,25.15,82.58,6.465585359
30-01-2020,S20,28.364,79.415,5.989990673
24-08-2020,S107,18.9667,72.8333,5.818231851
20-04-2020,S130,22.2969,70.7984,3.896117289
21-06-2020,S52,28.66,77.23,6.431837745
27-03-2020,S45,13.0825,80.275,6.072998438
10/9/2020,S8,27.88,78.08,12.49933726
23-12-2019,S151,19.18,72.9633,12.53587481
21-10-2020,S78,23.1667,79.9333,3.61802763
9/2/2020,S52,28.66,77.23,6.731432933
2/4/2020,S107,18.9667,72.8333,5.640215784
7/8/2020,S157,10.52,76.21,6.253530651
25-10-2020,S107,18.9667,72.8333,6.862814194
10/7/2020,S93,22.5411,88.3378,5.978220904
15-05-2020,S93,22.5411,88.3378,6.072299296
26-01-2020,S88,19.2502,73.1602,6.07620455
13-08-2020,S105,25.15,82.58,14.50990636
1/10/2020,S107,18.9667,72.8333,6.293075616
18-11-2020,S55,26.15,91.77,6.169510177
12/5/2020,S17,12.9699,77.598,6.903675164
2/1/2020,S107,18.9667,72.8333,5.736247758
10/9/2020,S71,29.1489,75.7367,14.99870181
22-05-2020,S107,18.9667,72.8333,6.510517529
17-12-2019,S112,21.1539,79.0831,6.220958174
9/7/2020,S150,21.17,72.83,6.932897572
1/8/2020,S52,28.66,77.23,6.256501759
2/9/2020,S44,30.7353,76.7911,14.32194696
1/11/2020,S52,28.66,77.23,6.916042714
23-07-2020,S107,18.9667,72.8333,14.22090048
25-07-2020,S52,28.66,77.23,5.872523238
13-02-2020,S101,20.55,74.55,12.40653534
5/3/2020,S47,11,76.9667,6.208063927
9/9/2020,S62,28.6667,77.4167,5.704218628
19-01-2020,S142,23.8504,78.75,6.951686288
3/3/2020,S107,18.9667,72.8333,6.61568046
29-09-2020,S84,22.8,86.1833,3.521808434
22-12-2019,S20,28.364,79.415,6.642025677
1/1/2020,S93,22.5411,88.3378,6.732230492
1/10/2020,S107,18.9667,72.8333,3.375672806
30-08-2020,S55,26.15,91.77,13.73323232
11/5/2020,S93,22.5411,88.3378,14.66652551
13-10-2020,S158,13.33,77.1,6.928181359
10/3/2020,S17,12.9699,77.598,6.504606387
15-10-2020,S123,18.5196,73.8553,5.73302093
17-05-2020,S46,18.6278,73.8131,6.799066429
14-10-2020,S82,32.7333,74.85,14.42056253
17-10-2020,S52,28.66,77.23,5.893171331
8/7/2020,S30,21.2167,81.4333,3.468022203
2/8/2020,S61,24.75,85.0167,3.227598514
13-10-2020,S66,26.1667,91.7667,3.543307421
11/6/2020,S52,28.66,77.23,6.179525526
7/2/2020,S17,12.9699,77.598,6.560686386
16-12-2019,S3,23.03,72.58,6.230687493
28-10-2020,S52,28.66,77.23,6.499311221
10/4/2020,S47,11,76.9667,6.014513046
4/2/2020,S80,31.3256,75.5792,5.705963238
28-06-2020,S123,18.5196,73.8553,6.549768449
4/10/2020,S107,18.9667,72.8333,5.677892755
14-01-2020,S51,30.318,78.029,5.965198853
20-10-2020,S58,26.7855,79.015,12.21030705
20-02-2020,S45,13.0825,80.275,3.257681028
17-05-2020,S74,17.3667,78.4667,14.02882576
24-08-2020,S8,27.88,78.08,3.497049982
7/6/2020,S110,12.3086,76.6531,3.208072415
26-11-2019,S33,23.25,77.4167,13.62098858
6/10/2020,S75,16.7,74.47,6.036247644
2/8/2020,S66,26.1667,91.7667,3.384537636
10/8/2020,S52,28.66,77.23,5.683977106
31-10-2020,S3,23.03,72.58,3.200919074
3/6/2020,S107,18.9667,72.8333,3.53771706
5/6/2020,S74,17.3667,78.4667,6.672178528
2/6/2020,S63,26.7611,83.3667,3.515560861
4/10/2020,S45,13.0825,80.275,6.651244302
13-09-2020,S45,13.0825,80.275,5.692072893
28-04-2020,S96,15.8222,78.035,14.99289015
19-01-2020,S32,19.3,73.0667,3.227706609
21-03-2020,S106,28.8418,78.7568,13.53358142
19-05-2020,S74,17.3667,78.4667,14.28932723
16-11-2020,S42,26.4725,80.3311,14.85862273
28-01-2020,S20,28.364,79.415,6.996327555
14-11-2020,S22,15.8667,74.5,3.677758327
17-03-2020,S17,12.9699,77.598,6.631406981
3/4/2020,S17,12.9699,77.598,5.89198185
4/2/2020,S45,13.0825,80.275,6.586076544
19-09-2020,S107,18.9667,72.8333,5.977908243
10/8/2020,S69,22.59,88.31,14.24534654
18-03-2020,S98,26.847,80.947,6.735882895
30-03-2020,S107,18.9667,72.8333,6.896701557
4/5/2020,S42,26.4725,80.3311,5.840031301
19-07-2020,S6,26.468,74.639,5.829175461
13-07-2020,S141,24.16,80.83,6.005104121
10/11/2020,S17,12.9699,77.598,6.890872279
29-02-2020,S165,25.3189,83.0128,6.833764723
7/10/2020,S78,23.1667,79.9333,12.5374173
28-09-2020,S3,23.03,72.58,6.352785429
5/12/2019,S52,28.66,77.23,14.88316519
27-10-2020,S147,17.6833,75.9167,6.37546951
27-12-2019,S59,28.4333,77.3167,3.952613687
7/1/2020,S45,13.0825,80.275,3.539616246
26-09-2020,S17,12.9699,77.598,12.03477621
23-10-2020,S107,18.9667,72.8333,3.46264221
16-02-2020,S52,28.66,77.23,5.776388821
25-01-2020,S3,23.03,72.58,13.67324588
13-07-2020,S150,21.17,72.83,6.651503793
16-08-2020,S52,28.66,77.23,6.202306401
5/4/2020,S157,10.52,76.21,3.886728868
7/8/2020,S74,17.3667,78.4667,14.68077623
11/4/2020,S3,23.03,72.58,5.953970868
6/1/2020,S45,13.0825,80.275,5.816292885
16-07-2020,S46,18.6278,73.8131,6.013662216
2/3/2020,S81,21.0167,75.5667,6.61780427
5/10/2020,S93,22.5411,88.3378,12.49332368
21-08-2020,S107,18.9667,72.8333,3.347711458
10/8/2020,S122,25.61,85.1414,3.556255625
30-11-2019,S49,20.45,85.8667,5.988360179
1/12/2019,S46,18.6278,73.8131,6.80262229
8/6/2020,S93,22.5411,88.3378,6.60972186
11/9/2020,S86,26.2918,73.0168,6.149295705
11/10/2020,S156,10.8269,78.6928,3.94385935
1/6/2020,S107,18.9667,72.8333,6.688419175
1/6/2020,S94,25.18,75.83,6.197275995
22-09-2020,S107,18.9667,72.8333,3.389211153
27-09-2020,S150,21.17,72.83,3.473006032
26-06-2020,S20,28.364,79.415,6.025520825
29-05-2020,S42,26.4725,80.3311,6.703406036
10/7/2020,S52,28.66,77.23,6.563851983
22-07-2020,S98,26.847,80.947,6.988502275
22-09-2020,S85,25.4486,78.5696,3.81009266
3/8/2020,S166,17.7333,83.3167,3.404704517
16-10-2020,S86,26.2918,73.0168,3.492494575
8/5/2020,S6,26.468,74.639,6.306748469
16-06-2020,S17,12.9699,77.598,6.916721246
28-07-2020,S107,18.9667,72.8333,3.596519751
28-11-2019,S45,13.0825,80.275,6.078453515
6/2/2020,S52,28.66,77.23,6.1206041
23-08-2020,S69,22.59,88.31,13.63891518
25-04-2020,S93,22.5411,88.3378,5.890506619
27-04-2020,S45,13.0825,80.275,6.74181953
2/4/2020,S107,18.9667,72.8333,3.77185594
20-06-2020,S52,28.66,77.23,3.938600903
28-05-2020,S93,22.5411,88.3378,5.923760386
16-10-2020,S104,28.99,77.7,6.66920891
14-03-2020,S52,28.66,77.23,6.971786726
25-02-2020,S154,13.65,79.42,6.374683954
13-03-2020,S35,23.2504,69.81,14.04529914
23-12-2019,S77,22.7206,75.8472,12.19706023
9/4/2020,S77,22.7206,75.8472,3.417012351
12/2/2020,S52,28.66,77.23,3.413238434
15-11-2020,S9,25.455,81.84,5.673245058
9/11/2020,S52,28.66,77.23,6.803743417
13-04-2020,S52,28.66,77.23,6.352978939
15-10-2020,S17,12.9699,77.598,6.10190322
4/2/2020,S52,28.66,77.23,3.359341467
21-01-2020,S45,13.0825,80.275,3.874717997
23-12-2019,S151,19.18,72.9633,6.049700734
30-08-2020,S150,21.17,72.83,5.720148273
22-09-2020,S45,13.0825,80.275,6.604568252
28-05-2020,S123,18.5196,73.8553,6.292191985
10/1/2020,S30,21.2167,81.4333,5.653673175
9/11/2020,S94,25.18,75.83,3.733781013
3/9/2020,S52,28.66,77.23,3.689220775
23-01-2020,S166,17.7333,83.3167,6.218866547
22-08-2020,S80,31.3256,75.5792,14.58495191
21-07-2020,S20,28.364,79.415,14.63133266
20-07-2020,S29,19.3,72.85,6.163873026
5/6/2020,S93,22.5411,88.3378,6.671724784
10/11/2020,S93,22.5411,88.3378,3.694930379
23-06-2020,S18,22.2333,88.45,14.67499823
2/3/2020,S3,23.03,72.58,3.973475308
10/6/2020,S83,22.47,70.07,6.142631615
16-09-2020,S107,18.9667,72.8333,5.833386146
18-02-2020,S107,18.9667,72.8333,5.91898818
8/2/2020,S105,25.15,82.58,6.865053494
22-09-2020,S74,17.3667,78.4667,3.294326723
12/12/2019,S52,28.66,77.23,3.543106247
19-03-2020,S93,22.5411,88.3378,6.179511844
14-04-2020,S107,18.9667,72.8333,5.848056276
24-09-2020,S107,18.9667,72.8333,12.60528671
3/9/2020,S124,25.78,87.47,6.695910036
13-06-2020,S78,23.1667,79.9333,12.86711061
20-02-2020,S79,26.9167,75.8667,6.244081091
2/2/2020,S106,28.8418,78.7568,6.480462832
21-06-2020,S53,23.7928,86.435,5.682770827
3/7/2020,S53,23.7928,86.435,3.316115935
28-07-2020,S107,18.9667,72.8333,3.85086897
31-01-2020,S107,18.9667,72.8333,5.94572939
28-01-2020,S107,18.9667,72.8333,6.320812354
15-12-2019,S123,18.5196,73.8553,12.42722833
3/1/2020,S93,22.5411,88.3378,3.771985202
28-04-2020,S17,12.9699,77.598,6.392117876
2/7/2020,S3,23.03,72.58,6.342243215
6/3/2020,S93,22.5411,88.3378,3.68637361
8/2/2020,S98,26.847,80.947,6.452217827
11/2/2020,S125,8.8853,76.5864,3.794462272
